run_times,tag,avg_time,std_time
0.05314207077026367,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.051817893981933594,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.05389738082885742,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.05173206329345703,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.053752899169921875,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.052076101303100586,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.055773019790649414,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.05321812629699707,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.053379058837890625,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
0.05257296562194824,large_data_lag_1_max_lag_5,0.053136157989501956,0.0012077910217535958
